_id,district,street,building,name,seats,enterpreneur_name,enterpreneur_name_2,area,code_phone_number,phone_number_1,phone_number_2,cellphone_number_1,cellphone_number_2,hours_of_work_monday,hours_of_work_tuesday',hours_of_work_wednesday',hours_of_work_thursday,hours_of_work_friday,hours_of_work_saturday,hours_of_work_sunday
285,Франківський,Горбачевського І.,15.0,"швидке харчування ""Фрі хаус""",10.0,ФОП Оліярник Андрій Львович,NULL,25.0,NULL,NULL,NULL,0976300363,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
286,Галицький,Братів Рогатинців,18,Купіца,25.0,"ПП ""Опіум""",NULL,NULL,NULL,NULL,NULL,0976607530,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
287,Личаківський,Личаківська,152,"Кафе-бар ""Манти""",22.0,ФОП Лазуркевич Марія Волод.,NULL,50.0,NULL,NULL,NULL,0976809242,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
288,Залізничний,Любінська,104,"кафе-бар ""Сонет""",25.0,Писечко Наталія Ярославівна,NULL,90.0,032,2454918.0,NULL,0977023581   ,NULL,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00
289,Залізничний,Одеська,1,"кафе ""Ексклюзив""",16.0,Ситар Роман Михайлович,NULL,28.0,NULL,NULL,NULL,0977118788,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00
290,Франківський,Княгині Ольги,100Л,"кондитерська ""Лягумінка""",30.0,ФОП Плахтій Роксолана Ярославівна,NULL,60.0,NULL,NULL,NULL,0977622938,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
291,Шевченківський,Замарстинівська,170,Козак,120.0,Козак Любов Іванівна,NULL,210.0,NULL,NULL,NULL,0977713343,NULL,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,вихідний,вихідний
292,Галицький,"Яворського С., пл.",1,Піцерія,15.0,Терлецький А.С.,NULL,NULL,NULL,NULL,NULL,0977916760,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
293,Франківський,Володимира Великого,107А,"кафе ""Бар-бос""",10.0,ФОП Папірник Наталія Євгенівна,ФОП Рижій О.І.,20.0,NULL,NULL,NULL,0977916760,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,вихідний,вихідний
294,Галицький,Чайковського П.,5,"кавярня ""Фпанс.уа""",NULL,Бундз Василь Стефанович,NULL,NULL,NULL,NULL,NULL,0977980342,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
295,Галицький,Бандери С.,28/1,Ля Кріперія,20.0,ПП Нестеренко Н.Б.,NULL,NULL,NULL,NULL,NULL,0978842693,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
296,Личаківський,Зелена,77А,"""Авеста""",12.0,"МПП ""Авеста""",NULL,30.0,NULL,NULL,NULL,0979078885,NULL,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,вихідний,вихідний
297,Галицький,Лесі Українки,29,Мон Піус,NULL,ПП Мон Піус,NULL,NULL,NULL,NULL,NULL,0979456854,NULL,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,вихідний,вихідний
298,Франківський,Пулюя І.,19.0,"кафе ""Перлина""",50.0,ФОП Підцерковна Ольга Степанівна,NULL,100.0,NULL,NULL,NULL,0979759732,0635062747,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
299,Галицький,Краківська,1,кафе, ,ПП Крупа О.В.,NULL,NULL,NULL,NULL,NULL,0979790438,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
300,Франківський,Нечуя-Левицького І.,15.0,"кафе ""Кафе ""Ряба""",30.0,ФОП Літвінчук Ірина Володимирівна,NULL,50.0,NULL,NULL,NULL,0979852888,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,12:00-23:00,12:00-23:00
301,Шевченківський,Шевченка Т.,358,Орхідея,80.0,ФОП Карплюк Дарія Михайлівна,NULL,120.0,NULL,NULL,NULL,0980276741,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
302,Франківський,Володимира Великого,27.0,"кафе ""Ням-ням""",30.0,ФОП Борсук Галина Миколаївна,NULL,50.0,NULL,NULL,NULL,0980314850,0676751314,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,11:00-22:00,11:00-22:00
303,Сихівський,Гашека Я.,15,"кафе ""Цвібак""",20.0,Гаврилів О.В.,NULL,30.0,NULL,NULL,NULL,0980392926,NULL,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,NULL,NULL
304,Франківський,Стрийська,100.0,"кафе ""Шипшина""",40.0,ФОП Гаврилюк Оксана Ярославівна,NULL,50.0,NULL,NULL,NULL,0980500128,NULL,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00,06:00-02:00,вихідний,вихідний
305,Залізничний,Городоцька,275,"""Frizzante Pizzeria Café""",60.0,Костюшко Катерина Іванівна,NULL,NULL,NULL,NULL,NULL,0980733737,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
306,Франківський,Бандери С.,69.0,"піцерія ""Челентано""",90.0,ФОП Бура Наталія Василівна,NULL,120.0,NULL,NULL,NULL,0980983973,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
307,Шевченківський,Хмельницького Б.,225,щирі галицькі хот-доги,20.0,Лібович Ігор Олександрович,NULL,0.0,NULL,NULL,NULL,0981313665,NULL,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,вихідний,вихідний
308,Залізничний,Караджича В.,29Г,"""Кафе-бар 29""",24.0,"ПП ""Вікторія Нова""",NULL,178.0,NULL,NULL,NULL,0981701055,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
309,Залізничний,"Юнаківа М.,ген.",9.0,"кафе ""Еталон""",20.0,Ільків Ігор Васильович,NULL,50.0,NULL,NULL,NULL,0981711888,NULL,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,вихідний,вихідний
310,Галицький,Корнякта К.,1,"кафе ""BROWN""",NULL,Демкович І.В.,NULL,NULL,NULL,NULL,NULL,0982359198,NULL,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,вихідний,вихідний
311,Галицький,"Чорновола В., просп.",7,Львів,150.0,ТзОВ Готель Львів,NULL,NULL,NULL,NULL,NULL,0982519583,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,вихідний,вихідний
312,Франківський,Стрийська,202.0,"кафе ""Шипшина""",15.0,ФОП Холодницький Андрій Володимирович,NULL,30.0,NULL,NULL,NULL,0982988635,NULL,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00,вихідний,вихідний
313,Галицький,Курбаса Л.,4,Казка,NULL,Семенков А.О.,NULL,NULL,NULL,NULL,NULL,0983868047,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
314,Франківський,Бандери С.,39/1А,"китайська кухня ""Драгон""",20.0,ФОП Бєліхіна Наталія Петрівна,NULL,60.0,NULL,NULL,NULL,0983999839,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,11:00-17:00,11:00-17:00
315,Шевченківський,Замарстинівська,132,кафе,20.0,Павлюк Зоряна Йосипівна,NULL,32.0,NULL,NULL,NULL,0984276273,NULL,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,вихідний,вихідний
316,Галицький,Костюшка Т.,2,"кафе ""Black Honey""",NULL,ПП Вітинська О.І.,NULL,NULL,NULL,NULL,NULL,0984517771,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
317,Галицький,Лисенка М.,11,"кафе ""Матусині вареники""",NULL,ПП Ковальчук В.В.,NULL,NULL,NULL,NULL,NULL,0984917283,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
318,Сихівський,Сихівська,5,"кафе ""Круасан""",20.0,Сидорко В.М.,NULL,50.0,NULL,NULL,NULL,0984972222,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,NULL,NULL
319,Франківський,Стрийська,202.0,бар,10.0,ФОП Куртесіс Інна Іванівна,NULL,30.0,NULL,NULL,NULL,0985119174,NULL,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,вихідний,вихідний
320,Франківський,Лукаша М.,3Б,"піцерія ""Фантазія""",15.0,ФОП Підцерковний Петро Іванович,NULL,30.0,NULL,NULL,NULL,0985529433,NULL,11:00-24:00,11:00-24:00,11:00-24:00,11:00-24:00,11:00-24:00,вихідний,вихідний
321,Шевченківський,Хмельницького Б.,225,кури-гриль,16.0,Гончаренко Ганна Андріївна,NULL,50.0,NULL,NULL,NULL,0985759561,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
322,Шевченківський,Джерельна,39/5,"""Бургер хаус""",7.0,Крехович Сергій Романович,NULL,20.0,NULL,NULL,NULL,0985843868,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
323,Галицький,Староєврейська,3,Цукерня,NULL,Роман С.Й.,NULL,NULL,NULL,NULL,NULL,0985853804,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
324,Галицький,Староєврейська,4,Япона хата,NULL,"ТзОВ ""Профі фуд""",NULL,NULL,NULL,NULL,NULL,0985853804,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
325,Шевченківський,Липинського В.,60,кафе,25.0,Павлів Володимир Петрович,NULL,27.0,NULL,NULL,NULL,0985888697,NULL,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,вихідний,вихідний
326,Галицький,Куліша П.,21,"кафе ""Boroda drink""",NULL,ПП Сурмай Б.І.,NULL,NULL,NULL,NULL,NULL,0986458483,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
327,Шевченківський,"Чорновола В.,просп.",45,"""BORODA drink""",6.0,Сурмай Богдан Ігорович,NULL,15.0,NULL,NULL,NULL,0986458483,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
328,Шевченківський,Жовківська,57,Фенікс,50.0,Яневич Олександра Ігорівна,NULL,134.0,NULL,NULL,NULL,0986700500,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
329,Галицький,"Шевченка Т., просп.",28,У Грушевського,100.0,ТзОВ Сінема енд джаз,NULL,NULL,NULL,NULL,NULL,0986764600,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
330,Галицький,"Шевченка Т., просп.",3,"кафе ""ICE ROLL CAFFE""", ,ПП Грицько Р.О.,NULL,NULL,NULL,NULL,NULL,0986776367,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
331,Франківський,Наукова,43Б,"павільйон кафе ""Гальба""",10.0,ФОП Погорілий Дмитро Володимирович,NULL,30.0,NULL,NULL,NULL,0986795239,NULL,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,вихідний,вихідний
332,Франківський,Стрийська,66.0,"ресторан ""Love &Lviv""",110.0,ФОП Базарник Марія Михайлівна,NULL,230.0,NULL,NULL,NULL,0987158851,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
333,Шевченківський,Липинського В.,54,кафе,28.0,Панько світлана Богданівна,NULL,53.0,NULL,NULL,NULL,0987190112,NULL,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,вихідний,вихідний
334,Галицький,Вірменська,3,Бартоломей,40.0,"ТзОВ ""Бартоломей""",NULL,NULL,NULL,NULL,NULL,0988355570,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
335,Франківський,Кульпарківська,129.0,"кафе ""Касіопея""",50.0,ФОП Токова Любов Григорівна,NULL,120.0,032,2340375.0,NULL,0988534200 ,NULL,09:00-03:00,09:00-03:00,09:00-03:00,09:00-03:00,09:00-03:00,вихідний,вихідний
336,Галицький,"Яворського С., пл.",1,Світ кави,25.0,Ольшанська О.Д.,NULL,NULL,NULL,NULL,NULL,0988942927,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,Галицький,Шевська,10,Леополіс,50.0,ПП Вінник О.В.,NULL,NULL,NULL,NULL,NULL,0989019908,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
338,Франківський,Політехнічна,2.0,"кафе-бар ""Атом""",45.0,ФОП Марчук Станіслав Віталійович,NULL,80.0,NULL,NULL,NULL,0989023905,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
339,Залізничний,Коротка,5,"""Смачно як у мами""",25.0,"ТОВ ""Полакс ЛТД""",NULL,68.8,032,2274961.0,NULL,0989669601,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,11:00-20:00,11:00-20:00
340,Личаківський,Пекарська,35,"Кафетерій ""БАЛЬЗАК""",NULL,Боровець Всеволод Анатолійович,NULL,96.2,NULL,NULL,NULL,0991706286,NULL,тимчасово не працює,тимчасово не працює,тимчасово не працює,тимчасово не працює,тимчасово не працює,тимчасово не працює,тимчасово не працює
341,Личаківський,Левицького К.,2,"Кафе ""Сіли-з""їли""",25.0,"ПП ""Міро-Віта""",NULL,70.0,NULL,NULL,NULL,0993777999,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
342,Галицький,"Данила Галицького, пл.",12,"бар ""Залізко""",NULL,ПП Герін С.Ю.,NULL,NULL,NULL,NULL,NULL,0995505205,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
343,Шевченківський,Раппапорта Я.,7Б,"""Кавярня Ксенія""",7.0,Дмитрович Неля Петрівна,NULL,17.0,NULL,NULL,NULL,0997442360,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,вихідний,вихідний
344,Галицький,Ковжуна П.,4,Галка,NULL,ТзОВ Галка,NULL,NULL,NULL,NULL,NULL,NULL,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,вихідний,вихідний
345,Залізничний,Любінська,100,"піца ""Посто""",38.0,Іванів Наталія Михайлівна,NULL,150.0,NULL,NULL,NULL,NULL,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00
346,Залізничний,Суботівська,10А,"кафе-бар ""Скеля""",20.0,Гелетій Ксенія Ярославівна,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
347,Франківський,Коновальця Є.,88.0,"""Золотий вепр""",45.0,"ПП ""Світлиця""",NULL,75.0,032,2380423.0,2356794,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
