Індекс;Назва вулиці;Номер будинку
79022;Грузинська вул.;39
79022;Грузинська вул.;41
79022;Грузинська вул.;43
79022;Грузинська вул.;45
79022;Грузинська вул.;6
79022;Грузинська вул.;8
79022;Грузинська вул.;10
79022;Грузинська вул.;12
79022;Грузинська вул.;22
79022;Грузинська вул.; 22а
79022;Грузинська вул.;73
79022;Грузинська вул.;74
79022;Грузинська вул.;75
79022;Грузинська вул.;76
79022;Грузинська вул.;88
79022;Грузинська вул.;77
79022;Грузинська вул.;78
79022;Грузинська вул.;79
79022;Грузинська вул.;80
79022;Грузинська вул.;81
79022;Грузинська вул.;82
79022;Грузинська вул.;83
79022;Грузинська вул.;84
79022;Грузинська вул.;86
79022;Грузинська вул.; 88а
79066;Грунтова вул.;1
79066;Грунтова вул.;2
79066;Грунтова вул.;3
79066;Грунтова вул.;4
79066;Грунтова вул.;5
79066;Грунтова вул.;6
79066;Грунтова вул.;7
79066;Грунтова вул.;8
79066;Грунтова вул.;9
79066;Грунтова вул.;10
79066;Грунтова вул.;11
79066;Грунтова вул.;12
79014;Грушева вул.;1
79014;Грушева вул.;2
79014;Грушева вул.;3
79014;Грушева вул.;4
79014;Грушева вул.;5
79014;Грушева вул.;6
79014;Грушева вул.;7
79014;Грушева вул.;8
79014;Грушева вул.;9
79014;Грушева вул.;10
79014;Грушева вул.;11
79014;Грушева вул.;12
79014;Грушева вул.;13
79014;Грушева вул.;14
79005;Грушевського вул.;2
79005;Грушевського вул.;3
79005;Грушевського вул.;4
79005;Грушевського вул.;5
79005;Грушевського вул.;7
79005;Грушевського вул.;9
79005;Грушевського вул.;11
79005;Грушевського вул.;13
79005;Грушевського вул.;15
79005;Грушевського вул.;17
79005;Грушевського вул.;19
79005;Грушевського вул.;21
79005;Грушевського вул.;23
79005;Грушевського вул.;8
79005;Грушевського вул.;10
79005;Грушевського вул.;12
79005;Грушевського вул.;14
79005;Грушевського вул.;16
79005;Грушевського вул.;18
79005;Грушевського вул.;20
79044;Грюндвальдська вул.;1
79044;Грюндвальдська вул.;3
79044;Грюндвальдська вул.;5
79044;Грюндвальдська вул.;7
79044;Грюндвальдська вул.;9
79044;Грюндвальдська вул.; 11а
79044;Грюндвальдська вул.;2
79044;Грюндвальдська вул.;4
79044;Грюндвальдська вул.;6
79044;Грюндвальдська вул.;8
79044;Грюндвальдська вул.;10
79044;Грюндвальдська вул.;12
79053;Грябянки вул.;1
79053;Грябянки вул.;2
79053;Грябянки вул.;3
79053;Грябянки вул.;4
79053;Грябянки вул.;5
79053;Грябянки вул.;6
79053;Грябянки вул.;7
79053;Грябянки вул.;8
79053;Грябянки вул.;9
79053;Грябянки вул.;10
79053;Грябянки вул.;11
79053;Грябянки вул.;12
79053;Грябянки вул.;13
79053;Грябянки вул.;14
79053;Грябянки вул.;15
79053;Грябянки вул.;16
79053;Грябянки вул.;17
79056;Гряднова вул.;2
79056;Гряднова вул.;4
79056;Гряднова вул.;6
79056;Гряднова вул.;10
79056;Гряднова вул.; 10а
79056;Гряднова вул.;12
79056;Гряднова вул.;18
79056;Гряднова вул.;20
79056;Гряднова вул.;22
79056;Гряднова вул.;24
79056;Гряднова вул.;26
79056;Гряднова вул.;28
79056;Гряднова вул.;30
79056;Гряднова вул.;5
79056;Гряднова вул.;11
79056;Гряднова вул.;15
79056;Гряднова вул.;17
79005;Гулака-Артемовського вул.;1
79005;Гулака-Артемовського вул.;2
79005;Гулака-Артемовського вул.;5
79005;Гулака-Артемовського вул.;7
79005;Гулака-Артемовського вул.;9
79005;Гулака-Артемовського вул.;11
79039;Гуні вул.;1
79039;Гуні вул.;2
79039;Гуні вул.;3
79039;Гуні вул.;4
79039;Гуні вул.;5
79039;Гуні вул.;6
79039;Гуні вул.;7
79039;Гуні вул.;8
79039;Гуні вул.;9
79008;Гуцульська вул.;2
79008;Гуцульська вул.;3
79008;Гуцульська вул.;4
79008;Гуцульська вул.;5
79008;Гуцульська вул.;6
79008;Гуцульська вул.;7
79008;Гуцульська вул.;8
79008;Гуцульська вул.;9
79008;Гуцульська вул.;10
79008;Гуцульська вул.;11
79008;Гуцульська вул.;12
79008;Гуцульська вул.;13
79008;Гуцульська вул.;14
79008;Гуцульська вул.;15
79008;Гуцульська вул.;16
79008;Гуцульська вул.;17
79008;Гуцульська вул.;18
79008;Гуцульська вул.;19
79016;Гушалевича вул.;1
79016;Гушалевича вул.;3
79016;Гушалевича вул.;4
79016;Гушалевича вул.;8
79016;Гушалевича вул.; 8а
79040;Д.Апостола вул.;1
79040;Д.Апостола вул.;11
79040;Дагестанська вул.;1
79040;Дагестанська вул.;2
79040;Дагестанська вул.;3
79040;Дагестанська вул.;4
79040;Дагестанська вул.;5
79040;Дагестанська вул.;6
79040;Дагестанська вул.;7
79040;Дагестанська вул.;8
79040;Дагестанська вул.;9
79040;Дагестанська вул.;10
79040;Дагестанська вул.;11
79040;Дагестанська вул.;12
79040;Дагестанська вул.;13
79040;Дагестанська вул.;14
79022;Дальня вул.;3
79022;Дальня вул.;4
79022;Дальня вул.;5
79022;Дальня вул.;6
79022;Дальня вул.;7
79022;Дальня вул.;8
79022;Дальня вул.;9
79022;Дальня вул.;10
79022;Дальня вул.;11
79022;Дальня вул.;12
79022;Дальня вул.;13
79022;Дальня вул.;14
79022;Дальня вул.;16
79022;Дальня вул.;17
79022;Дальня вул.;18
79022;Дальня вул.;19
79022;Дальня вул.;21
79022;Дальня вул.;22
79022;Дальня вул.; 22а
79022;Дальня вул.;23
79022;Дальня вул.;24
79022;Дальня вул.;25
79022;Дальня вул.;26
79022;Дальня вул.;27
79022;Дальня вул.;28
79022;Дальня вул.;29
79022;Дальня вул.;30
79022;Дальня вул.;32
79022;Дальня вул.;34
79022;Дальня вул.;36
79022;Дальня вул.;37
79022;Дальня вул.;39
79022;Дальня вул.;40
79022;Дальня вул.;41
79022;Дальня вул.;42
79022;Дальня вул.; 42а
79022;Дальня вул.;44
79022;Дальня вул.;45
79022;Дальня вул.;46
79022;Дальня вул.;48
79022;Дальня вул.;50
79022;Дальня вул.;52
79022;Дальня вул.;54
